CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
I-200-18048-187941,CERTIFIED,2/20/18,2/26/18,H-1B,8/19/18,8/18/21,SYMANTEC CORPORATION,,350 ELLIS STREET,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6505278000,,Y,OYE_ RONALD,SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"78,800.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON 2017 PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION,"100,000.00",0,Year,N,N,NA,,,CULVER CITY,LOS ANGELES,CA,90230,
I-200-18045-393996,CERTIFIED,2/15/18,2/22/18,H-1B,7/1/18,6/30/21,SCHWEITZER ENGINEERING LABORATORIES_ INC.,,2350 NE HOPKINS COURT,PULLMAN,WA,99163,UNITED STATES OF AMERICA,,5093321890,,Y,KRANYAK_ JOSEPH,MOON TOWNSHIP,PA,PRODUCT ENGINEER,41-9031,SALES ENGINEERS,541330,1,0,1,0,0,0,0,Y,"74,500.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON:CSR GENERAL INDUS PROF'L(TECH&OPS) COMP SURVEY REPORT -US,"74,500.00",0,Year,N,N,NA,,,PULLMAN,WHITMAN,WA,99163,
I-200-18039-436528,CERTIFIED-WITHDRAWN,2/15/18,8/16/18,H-1B,8/17/18,8/16/21,TWO SIGMA INVESTMENTS_ LP,,100 AVENUE OF THE AMERICAS,NEW YORK,NY,10013,UNITED STATES OF AMERICA,,2126255700,,Y,JACOBSON_ DAVID,NEW YORK,NY,SECURITY ENGINEERING MANAGER,Nov-21,COMPUTER AND INFORMATION SYSTEMS MANAGERS,523920,1,1,0,0,0,0,0,Y,"220,834.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"233,000.00",0,Year,N,N,NA,Y,,NEW YORK,NY,NY,10013,2/20/18
I-200-18045-951088,CERTIFIED,2/14/18,2/21/18,H-1B,8/13/18,8/12/21,TEXAS EYE AND VISION ASSOCIATES_ PA,,P.O. BOX 16274,SUGAR LAND,TX,77496,UNITED STATES OF AMERICA,,7708224291,,Y,BROWN_ VALENTINE,PHILADELPHIA,PA,OPTOMETRISTS,29-1041,OPTOMETRISTS,621320,1,1,0,0,0,0,0,Y,"64,979.00",Year,Level II,OES,2018,OFLC ONLINE DATA CENTER,"110,000.00",0,Year,N,N,NA,Y,,HOUSTON,HARRIS,TX,77077,
I-200-18042-886838,CERTIFIED,2/13/18,2/20/18,H-1B,8/12/18,8/12/21,SAP AMERICA_ INC.,,3999 WEST CHESTER PIKE,NEWTOWN SQUARE,PA,19073,UNITED STATES OF AMERICA,,6106613031,,Y,RALSTON_ C. WILLIAM,MATAWAN,NJ,SUPPORT ENGINEER,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,1,0,0,0,0,0,Y,"68,800.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON 2017 INFORMATION TECHNOLOGY COMPENSATION SURVEY REPORT,"72,000.00",0,Year,N,N,NA,,,NEWTOWN SQUARE,DELAWARE,PA,19073,
I-200-18019-084041,CERTIFIED,2/13/18,2/20/18,H-1B,2/14/18,2/13/21,DELOITTE & TOUCHE LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,2157896319,,Y,JOHNSON_ MARK,ATLANTA,GA,ADVISORY MANAGER,15-1122,INFORMATION SECURITY ANALYSTS,54121,3,0,1,1,0,1,0,Y,"99,400.00",Year,N/A,Other,2017,WILLIS TOWER WATSON: PROF. (TECHNICAL AND OPERATIONS) COMP. SURVEY,"107,600.00",0,Year,N,N,NA,,,JERSEY CITY,HUDSON,NJ,7311,
I-200-18038-727475,CERTIFIED,2/14/18,2/21/18,H-1B,8/9/18,8/8/21,EXPRO AMERICAS_ LLC,,738 HWY 6 SOUTH,HOUSTON,TX,77079,UNITED STATES OF AMERICA,,2819941051,,Y,FARIAS_ CORINA,WEST LAKE HILLS,TX,CHIEF FINANCIAL OFFICER,11-1011,CHIEF EXECUTIVES,213112,1,1,0,0,0,0,0,Y,"299,146.00",Year,Level IV,OES,2018,OFLC ONLINE DATA CENTER,"350,000.00","450,000.00",Year,N,N,NA,,,HOUSTON,HARRIS,TX,77079,
I-200-18037-773212,CERTIFIED,2/8/18,2/15/18,H-1B,8/7/18,8/6/21,SYNOPSYS_ INC.,N/A,690 EAST MIDDLEFIELD ROAD,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,N/A,6505845000,,Y,TAFAPOLSKY_ ALAN,SAN FRANCISCO,CA,DESIGN CONSULTANT_ STAFF,17-2072,ELECTRONICS ENGINEERS_ EXCEPT COMPUTER,541512,1,1,0,0,0,0,0,Y,"137,777.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY (L4),"137,777.00","212,777.00",Year,N,N,NA,,,ATLANTA,FULTON,GA,30308,
I-200-18032-734214,CERTIFIED,2/14/18,2/21/18,H-1B,8/3/18,8/2/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,LUNA_ PATRICIA,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18030-891702,CERTIFIED,2/14/18,2/21/18,H-1B,8/1/18,8/1/21,SAP LABS_ LLC,,3410 HILLVIEW AVE,PALO ALTO,CA,94304,UNITED STATES OF AMERICA,,6508494000,,Y,SHAH_ RAHUL,MATAWAN,NJ,SENIOR DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,54151,1,1,0,0,0,0,0,Y,"95,200.00",Year,N/A,Other,2017,COMPSOURCE WILLIS TOWERS WATSON INFORMATION TECHNOLOGY COMPENSATION SURVEY,"101,700.00","172,980.00",Year,N,N,NA,,,PALO ALTO,SANTA CLARA,CA,94304,
I-200-18044-925870,DENIED,2/14/18,2/15/18,H-1B,8/15/18,8/15/21,GOLDMAN SACHS & CO. LLC,N/A,30 HUDSON STREET,JERSEY CITY,NJ,7302,UNITED STATES OF AMERICA,,2129021000,,Y,JRADA_ JACK,NEW YORK,NY,ANALYST,19-3011,ECONOMISTS,523110,1,1,0,0,0,0,0,Y,"78,333.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"92,100.00",0,Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10282,
I-200-18046-614099,CERTIFIED,2/15/18,2/22/18,H-1B,2/22/18,2/21/21,GOOGLE LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,N/A,6502534513,,Y,WANG_ CORONA,DALLAS,TX,SOFTWARE ENGINEER 1615.37252,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,0,0,0,0,1,0,Y,"125,000.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"160,000.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
I-200-18046-765375,CERTIFIED,2/15/18,2/22/18,H-1B,6/22/18,10/14/19,BROOKHAVEN NATIONAL LABORATORY,,20 BROOKHAVEN AVENUE_ HRD_ 400B,UPTON,NY,11973,UNITED STATES OF AMERICA,,6313442939,,N,_,,,SR. PROJECT MANAGEMENT SPECIALIST,13-1111,MANAGEMENT ANALYSTS,541712,1,0,1,0,0,0,0,Y,"127,400.00",Year,N/A,Other,2017,WILLISTOWERS WATSON 2017 CSR GENERAL INDUSTRY PROFESSIONAL (TECHNICAL AND OPER,"128,000.00",0,Year,N,N,NA,Y,,UPTON,SUFFOLK,NY,11973,
I-200-18043-657124,CERTIFIED,2/15/18,2/22/18,H-1B,7/1/18,6/30/19,BARNES-JEWISH HOSPITAL,BARNES-JEWISH HOSPITAL,ONE BARNES JEWISH HOSPITAL PLAZA,ST LOUIS,MO,63110,UNITED STATES OF AMERICA,,3144548087,,Y,BELL_ JEFFREY,KANSAS CITY,MO,PHYSICIAN - PGY3 ANESTHESIOLOGY,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,622110,1,0,1,0,0,0,0,Y,"56,735.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS,"61,087.00",0,Year,N,N,NA,Y,,ST. LOUIS,ST. LOUIS CITY,MO,63110,
I-200-18044-144579,CERTIFIED,2/15/18,2/22/18,H-1B,3/19/18,3/18/21,CHARTER COMMUNICATIONS_ INC.,,12405 POWERSCOURT DRIVE,ST. LOUIS,MO,63131,UNITED STATES OF AMERICA,,3145432412,,Y,MADERA_ MICHELE,PHILADELPHIA,PA,PRINCIPAL ENGINEER I,15-1143,COMPUTER NETWORK ARCHITECTS,515210,1,0,0,0,0,0,1,Y,"98,200.00",Year,N/A,Other,2017,US MBD MERCER BENCHMARK DATABASE IT SURVEY,"108,600.00","181,000.00",Year,N,N,NA,,,AUSTIN,TRAVIS,TX,78759,
I-200-18040-279992,CERTIFIED-WITHDRAWN,2/12/18,7/19/18,H-1B,8/10/18,8/9/21,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,KLAUDT_ KYLE,DALLAS,TX,SOFTWARE ENGINEER 1615.31000,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"93,608.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"139,000.00",0,Year,N,N,NA,,,SEATTLE,KING,WA,98103,2/14/18
I-200-18038-651880,CERTIFIED,2/13/18,2/20/18,H-1B,8/7/18,8/6/21,INTEL CORPORATION,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4807154205,,Y,SHERIDAN REGUERIN_ SANDRA,PHOENIX,AZ,SYSTEM VALIDATION ENGINEER,17-2072,ELECTRONICS ENGINEERS_ EXCEPT COMPUTER,3344,1,1,0,0,0,0,0,Y,"85,177.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY - CUSTOM REPORT,"85,177.00","101,100.00",Year,N,N,NA,,,FOLSOM,SACRAMENTO,CA,95630,
I-200-18038-584878,CERTIFIED,2/11/18,2/15/18,H-1B,6/30/18,6/29/21,INTEL CORPORATION,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4807154205,,Y,SHERIDAN REGUERIN_ SANDRA,PHOENIX,AZ,ELECTRONIC ENGINEER,17-2072,ELECTRONICS ENGINEERS_ EXCEPT COMPUTER,3344,1,0,1,0,0,0,0,Y,"100,214.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY-CUSTOM REPORT,"100,214.00","121,540.00",Year,N,N,NA,,,SANTA CLARA,SANTA CLARA,CA,95054,
I-200-18046-962504,CERTIFIED-WITHDRAWN,2/15/18,2/26/18,H-1B,8/1/18,7/31/21,INDIANA UNIVERSITY,,POPLARS 221,BLOOMINGTON,IN,47405,UNITED STATES OF AMERICA,,8128559086,,N,_,,,ASSISTANT PROFESSOR,25-1121,ART_ DRAMA_ AND MUSIC TEACHERS_ POSTSECONDARY,611310,1,0,1,0,0,0,0,Y,"40,370.00",Year,Level I,OES,2017,,"60,720.00",0,Year,N,N,,,,BLOOMINGTON,MONROE,IN,47405,2/21/18
I-200-18046-384512,CERTIFIED,2/15/18,2/22/18,H-1B,2/21/18,9/30/19,HEALTH CAROUSEL_ LLC,,3805 EDWARDS ROAD,CINCINNATI,OH,45209,UNITED STATES OF AMERICA,,5136094033,,Y,KANE_ MEGHAN,CINCINNATI,OH,MEDICAL TECHNOLOGIST,29-2011,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,561310,1,0,0,0,0,0,1,Y,19.77,Hour,Level I,OES,2017,OFLC ONLINE DATA CENTER,19.77,19.77,Hour,N,N,NA,,,SYRACUSE,HAMILTON,KS,67878,
I-200-18039-078980,CERTIFIED,2/9/18,2/15/18,H-1B,8/7/18,8/6/21,MARVELL SEMICONDUCTOR_ INC.,,5488 MARVELL LANE,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4082222500,,Y,IM_ JANG,SAN FRANCISCO,CA,ENGINEER_ DESIGN ENGINEERING SSD,17-2072,ELECTRONICS ENGINEERS_ EXCEPT COMPUTER,334413,1,0,1,0,0,0,0,Y,"100,494.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"100,494.00",0,Year,N,N,NA,,,SANTA CLARA,SANTA CLARA,CA,95054,
I-200-17032-366817,DENIED,2/12/18,2/15/18,H-1B,2/12/18,2/11/21,ORION GOVERNANCE INC,N/A,4165 AMYX CT,HAYWARD,CA,94542,UNITED STATES OF AMERICA,ALAMEDA,5105818130,,Y,ASIR ESQUIRE_ JOSEPH,WEST PALM BEACH,FL,SENIOR SOLUTIONS ARCHITECT,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541511,1,0,0,0,0,1,0,Y,"106,954.00",Year,Level IV,Other,2017,OFLC ONLINE DATA CENTER,"165,000.00",0,Year,N,N,Y,Y,,METUCHEN,MIDDLESEX,NJ,8820,
I-200-18034-631882,CERTIFIED,2/12/18,2/16/18,H-1B,8/1/18,8/1/21,CISCO SYSTEMS_ INC.,,170 WEST TASMAN DRIVE,SAN JOSE,CA,95134,UNITED STATES OF AMERICA,,4085264000,,Y,NEVAREZ_ KRISTIN,SANTA CLARA,CA,BUSINESS SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,334111,10,2,2,2,0,2,2,Y,"86,882.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"89,707.00","112,800.00",Year,N,N,NA,Y,,RESEARCH TRIANGLE PARK,DURHAM,NC,27560,
I-200-18043-428716,CERTIFIED,2/13/18,2/20/18,H-1B,6/8/18,6/7/21,NTT DATA SERVICES_ LLC,,7950 LEGACY DRIVE,PLANO,TX,75024,UNITED STATES OF AMERICA,,6175171815,,Y,DROZDOWSKI_ ANDREW,RALEIGH,NC,SYSTEMS INTEGRATION ADVISOR,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,"87,500.00",Year,N/A,Other,2017,TOWERS WATSON INFORMATION TECHNOLOGY COMPENSATION SURVEY,"87,500.00","117,500.00",Year,N,N,NA,Y,,PLANO,COLLIN,TX,75075,
I-200-18043-503265,CERTIFIED,2/12/18,2/16/18,H-1B,2/20/18,2/20/21,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,48084,UNITED STATES OF AMERICA,,2487127983,,Y,WISNIEWSKI_ JOEL,TROY,MI,SR. SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,561320,1,0,0,0,0,1,0,Y,49.88,Hour,Level III,OES,2017,OFLC ONLINE DATA CENTER,55.28,0,Hour,N,N,NA,Y,,ROCKLIN,PLACER,CA,95765,
I-200-18040-965559,CERTIFIED,2/12/18,2/16/18,H-1B,3/5/18,3/5/21,FACEBOOK_ INC.,N/A,1 HACKER WAY*,MENLO PARK,CA,94025,UNITED STATES OF AMERICA,,4085335781,,Y,THIEL_ TIMOTHY,SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,518112,1,0,0,0,0,1,0,Y,"148,453.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"170,000.00",0,Year,Y,N,Y,,,NEW YORK,NEW YORK,NY,10003,
I-200-18043-954155,CERTIFIED,2/15/18,2/22/18,H-1B,4/25/18,4/24/21,TATA TECHNOLOGIES_ INC.,N/A,41050 W. ELEVEN MILE ROAD,NOVI,MI,48375,UNITED STATES OF AMERICA,,2484261482,,Y,PHAM_ SON,WASHINGTON,DC,PLM TEAMCENTER SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541330,1,0,1,0,0,0,0,Y,"66,500.00",Year,N/A,Other,2017,COMPSOURCE TOWERS WATSON 2017 PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSA,"70,000.00",0,Year,Y,N,Y,,,AUBURN HILLS,OAKLAND,MI,48326,
I-200-18040-378022,CERTIFIED,2/9/18,2/15/18,H-1B,3/1/18,3/1/21,MIAMI UNIVERSITY,,501 E HIGH STREET,OXFORD,OH,45056,UNITED STATES OF AMERICA,,5135296734,,Y,PARKER_ ROBIN,OXFORD,OH,APPLICATION DEVELOPER III,15-1034,SOFTWARE DEVELOPERS_ APPLICATIONS_ NON R&D,611310,10,5,0,0,0,0,5,Y,"62,546.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"63,000.00",0,Year,N,N,NA,,,OXFORD,BUTLER,OH,45056,
I-200-18029-472679,CERTIFIED,2/13/18,2/20/18,H-1B,8/3/18,8/2/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,POORAK_ SHARON,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18045-998987,CERTIFIED,2/14/18,2/21/18,H-1B,7/1/18,6/30/20,PARTNERS HEALTHCARE,,PARTNERS INTERNATIONAL OFFICE,BOSTON,MA,2114,UNITED STATES OF AMERICA,,6177269211,,N,_,,,RESIDENT,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,622110,1,0,1,0,0,0,0,Y,"67,307.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS,"70,000.00",0,Year,N,N,NA,,,BOSTON,SUFFOLK,MA,2115,
I-200-18040-520300,CERTIFIED,2/12/18,2/16/18,H-1B,8/10/18,8/9/21,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,KLAUDT_ KYLE,DALLAS,TX,SOFTWARE ENGINEER 1615.26646,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"93,608.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"119,000.00",0,Year,N,N,NA,,,SEATTLE,KING,WA,98103,
I-200-18045-878567,DENIED,2/15/18,2/20/18,H-1B,2/15/18,2/14/21,SAPIENT CORPORATION,,131 DARTMOUTH STREET,BOSTON,MA,2116,UNITED STATES OF AMERICA,N/A,6179631447,,Y,WELIWITIGODA_ SANJEE,MCLEAN,VA,SENIOR ASSOCIATE PLATFORM L2,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,0,0,0,0,1,0,Y,"92,768.00",Year,N/A,OES,2017,OFLC ONLINE DATA CENTER,"130,000.00",0,Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10038,
I-200-18036-873272,CERTIFIED,2/12/18,2/16/18,H-1B,8/14/18,8/13/21,WOLFRAM RESEARCH_ INC.,N/A,100 TRADE CENTER DRIVE,CHAMPAIGN,IL,61820,UNITED STATES OF AMERICA,N/A,2173980700,N/A,Y,BAUERLE_ DIANA,CHAMPAIGN,IL,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,511210,1,0,0,1,0,0,0,Y,"68,037.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"68,037.00",0,Year,N,N,NA,,,CHAMPAIGN,CHAMPAIGN,IL,61820,
I-200-18038-779172,CERTIFIED-WITHDRAWN,2/13/18,7/13/18,H-1B,8/7/18,8/7/21,ROBERT BOSCH LLC,,38000 HILLS TECH DRIVE,FARMINGTON HILLS,MI,48331,UNITED STATES OF AMERICA,,2488762012,,Y,JACOBSON_ P. MICHELLE,CHICAGO,IL,ASSOCIATE VEHICLE SYSTEMS ENGINEER,17-2141,MECHANICAL ENGINEERS,3363,1,1,0,0,0,0,0,Y,"60,375.00",Year,N/A,Other,2017,DIETRICH FALL 2017 ENGINEERING SALARY SURVEY,"73,800.00",0,Year,N,N,NA,,,NOVI,OAKLAND,MI,48377,2/15/18
I-200-18038-429088,CERTIFIED,2/13/18,2/20/18,H-1B,8/7/18,8/6/21,VOLVO CAR TECHNOLOGY USA LLC,,1 VOLVO DRIVE,ROCKLEIGH,NJ,7647,UNITED STATES OF AMERICA,,2019819486,,Y,SHERMAN_ KYLE,ATLANTA,GA,ANALYSIS ENGINEER DRIVER ASSIST,17-2071,ELECTRICAL ENGINEERS,336111,1,1,0,0,0,0,0,Y,"86,041.00",Year,N/A,Other,2017,DIETRICH 2017 FALL ENGINEERING SALARY SURVEY,"86,041.00","100,000.00",Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,95070,
I-200-18039-843986,CERTIFIED,2/12/18,2/16/18,H-1B,2/26/18,2/25/21,EXPEDIA_ INC.,,333 108TH AVENUE NE,BELLEVUE,WA,98004,UNITED STATES OF AMERICA,N/A,4256797200,,Y,GONZALES_ MARGRET ANN,SAN FRANCISCO,CA,MANAGER_ AUDIT,Nov-31,FINANCIAL MANAGERS,5191,1,0,0,0,0,0,1,Y,"64,333.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"64,333.00","95,000.00",Year,N,N,NA,,,BELLEVUE,KING,WA,98004,
I-200-18011-493424,CERTIFIED,2/13/18,2/20/18,H-1B,7/1/18,6/30/21,HIGH COUNTRY MACULA_ RETINA_ AND VITREOUS_ PC,,4343 PAN AMERICAN FWY_ SUITE 224,ALBUQUERQUE,NM,87107,UNITED STATES OF AMERICA,,5053445400,,Y,ARONSON_ ROBERT,MINNEAPOLIS,MN,RETINAL SURGEON,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,621111,1,0,1,0,0,0,0,Y,"195,261.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"285,000.00",0,Year,N,N,NA,,,ALBUQUERQUE,BERNALILLO,NM,87107,
I-200-18045-113248,CERTIFIED,2/14/18,2/21/18,H-1B,2/15/18,2/15/21,VALLEY NEPHROLOGY ASSOCIATES_ A MEDICAL CORPORATION,,608 E. ORANGEBURG AVENUE,MODESTO,CA,95350,UNITED STATES OF AMERICA,,2095292645,,Y,JEFFRIES_ STEPHEN,NEW YORK,NY,PHYSICIAN (NEPHROLOGIST),29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,621111,1,0,0,0,0,0,1,Y,"188,989.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"250,000.00",0,Year,N,N,NA,,,TURLOCK,STANISLAUS,CA,95382,
I-200-18037-974869,CERTIFIED,2/12/18,2/16/18,H-1B,8/6/18,8/6/21,APPLIED MATERIALS_ INC.,AMAT,3225 OAKMEAD VILLAGE DR.,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4087275555,,Y,GONZAGA_ CHRISTINA,SAN FRANCISCO,CA,CUSTOMER ENGINEER,17-2071,ELECTRICAL ENGINEERS,33441,25,25,0,0,0,0,0,Y,"74,554.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"74,554.00","79,554.00",Year,N,N,NA,,,SANTA CLARA,SANTA CLARA,CA,95054,
I-200-18002-740633,CERTIFIED,2/13/18,2/20/18,H-1B,7/18/18,7/18/21,A2Z DEVELOPMENT CENTER_ INC.,DBA AMAZON MUSIC,2021 7TH AVENUE,SEATTLE,WA,98121,UNITED STATES OF AMERICA,N/A,2062661000,,Y,GROBAN_ JR._ ROBERT,NEW YORK,NY,QUALITY ASSURANCE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,454111,1,1,0,0,0,0,0,Y,"100,942.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"120,200.00",0,Year,N,N,NA,Y,,SAN FRANCISCO,SAN FRANCISCO,CA,94105,
I-203-18038-511769,CERTIFIED,2/8/18,2/15/18,E-3 Australian,2/14/18,2/13/20,ISLAND PACIFIC SYSTEMS_ INC,,1940 E. DEERE AVENUE #200,SANTA ANA,CA,92705,UNITED STATES OF AMERICA,,9494762212,,Y,STANGER_ MARLENE,SAN DIEGO,CA,CEO,11-1011,CHIEF EXECUTIVES,423420,1,1,0,0,0,0,0,Y,"231,379.00",Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,"284,593.00",0,Year,,,,,,SANTA ANA,ORANGE,CA,92705,
I-200-18045-435517,CERTIFIED,2/14/18,2/21/18,H-1B,2/14/18,2/14/21,MASTECH DIGITAL CONSULTING_ INC.,,1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,15108,UNITED STATES OF AMERICA,,4127872100,9553,N,_,,,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,6,1,1,1,1,1,1,Y,"72,946.00",Year,Level II,OES,2018,OFLC (ONLINE DATA CENTER),"72,946.00","87,946.00",Year,Y,N,Y,Y,,MONROEVILLE,ALLEGHENY,PA,15146,
I-200-18040-821225,CERTIFIED,2/12/18,2/16/18,H-1B,8/9/18,8/8/21,CHARTER COMMUNICATIONS_ INC.,,12405 POWERSCOURT DRIVE,ST. LOUIS,MO,63131,UNITED STATES OF AMERICA,,3145432412,,Y,MADERA_ MICHELE,PHILADELPHIA,PA,IT TECHNOLOGIST,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,515210,1,1,0,0,0,0,0,Y,"75,000.00",Year,N/A,Other,2017,MERCER BENCHMARK DATABASE IT SURVEY REPORT,"75,000.00","125,300.00",Year,N,N,NA,,,MARYLAND HEIGHTS,ST. LOUIS,MO,53048,
